-1.25460, 2.78157, 3.96091
4.50714, 1.17192, -1.81997
2.31994, 2.10046, -3.89948
0.98658, 4.07734, -2.72065
-3.43981, 3.55477, -0.72892
-3.44005, 1.74719, 3.18015
-4.41916, 0.00000, 3.60731
3.66176, 0.00000, -4.93048
1.01115, 4.89551, 0.10747
2.08073, 4.47085, -0.82589
-4.79416, 0.00000, -2.77892
4.69910, 0.00000, -3.80135
3.32443, 3.36323, -1.62385
-2.87661, 0.00000, 4.42910
-3.18175, 3.42794, -1.76797
-3.16595, 3.86541, 0.18791
-1.95758, 4.12871, 2.03019
0.24756, 4.80406, -1.36370
-0.68055, 1.50964, 4.71782
-2.08771, 0.00000, 4.62447
1.11853, 4.19377, -2.48218
-3.60506, 3.46450, -0.02751
-2.07855, 4.08836, -1.99122
-1.33638, 4.31100, -2.15160
-0.43930, 1.83293, -4.63113
2.85176, 3.95816, 1.09564
-3.00326, 3.99746, 0.02679
0.14234, 2.20513, -4.48521
0.92415, 4.38705, -2.21354
-4.53550, 0.00000, 4.08266
1.07545, 4.13045, -2.60438
-3.29476, 1.23879, -3.55105
-4.34948, 2.46391, -0.10547
4.48886, 0.00000, 4.85650
4.65632, 0.00000, -2.57945
3.08397, 3.53922, 1.72136
-1.95386, 3.78655, 2.61620
-4.02328, 1.38918, -2.62362
1.84233, 4.04939, 2.28216
-0.59848, 4.78474, -1.32217
-3.77962, 2.99400, 1.32306
-0.04823, 4.81816, 1.33530
-4.65611, 1.78679, 0.35775
4.09320, 0.00000, -4.09710
-2.41220, 2.81754, 3.35302
1.62522, 4.37569, -1.79220
-1.88289, 3.40994, -3.13481
0.20068, 1.96748, -4.59225
0.46710, 4.89445, 0.90893
-3.15146, 3.45187, 1.77564
4.69585, 0.00000, -4.83412
2.75133, 4.17320, 0.12093
4.39499, 0.00000, -2.73504
3.94827, 2.70252, 1.45173
0.97900, 3.66577, -3.25634
4.21874, 1.88587, 1.90938
-4.11507, 2.60447, -1.13265
-3.04017, 0.00000, 4.36730
-4.54773, 0.00000, -3.62479
-1.74670, 4.40716, -1.58934
-1.11323, 2.96992, -3.86526
-2.28651, 1.31735, 4.24694
3.28738, 0.00000, 3.77339
-1.43247, 4.13386, -2.42058
-2.19065, 4.20018, 1.59984
0.42696, 3.84119, 3.17222
-3.59076, 3.43537, 0.55201
3.02197, 3.97238, 0.29651
-4.25449, 0.48504, -2.58148
4.86887, 0.00000, -4.06897
2.72245, 1.34545, 3.97216
-3.01284, 0.00000, 4.00418
-4.94478, 0.00000, 1.33101
3.15461, 3.52949, -1.60970
2.06857, 4.29502, -1.50790
2.29007, 3.82753, 2.25956
2.71270, 1.36806, 3.97110
-4.25955, 0.00000, 3.87086
-1.41534, 3.89407, 2.79876
-3.84131, 2.86828, 1.42032
3.63103, 0.00000, -4.15860
1.23298, 3.46846, -3.38371
-1.69102, 2.50118, 3.98554
-4.36442, 2.19526, 1.06429
-1.89018, 0.00000, -4.90803
-1.74817, 2.46200, -3.98528
2.29606, 4.12975, 1.63502
1.37557, 0.00000, -4.94938
3.87213, 0.00000, -3.39192
-0.27785, 4.96843, 0.48734
-3.80406, 2.61663, 1.91895
2.13245, 4.25951, 1.51961
2.60785, 3.25521, -2.75731
0.61277, 4.48581, 2.12179
2.70967, 3.27931, -2.62751
-0.06204, 4.68483, -1.74600
0.22733, 4.34425, 2.46491
-0.72459, 4.71550, 1.49633
-4.74581, 0.00000, 3.49223
-3.92109, 2.67225, 1.57613
-4.68571, 1.60547, 0.68309
1.36410, 2.57472, -4.06325
-1.85644, 4.45014, -1.32284
0.08571, 4.41358, -2.34798
4.07566, 1.35456, -2.56010
-2.50708, 0.00000, 4.73011
-0.89617, 4.80147, -1.06902
2.55551, 1.76049, 3.92047
-2.71202, 3.99064, 1.31139
-4.23020, 0.00000, 2.94811
-2.10249, 4.53639, 0.02637
-3.38779, 3.59604, 0.76904
4.29698, 2.55546, -0.07482
3.08120, 2.49369, -3.04757
1.33404, 4.27456, 2.22452
3.71461, 2.52896, -2.19228
3.03672, 0.00000, -4.75684
-3.13430, 3.61386, 1.45472
3.92559, 0.00000, -3.22889
0.39342, 2.33342, 4.40459
3.07440, 0.00000, 4.53929
