-5.0, 0.3679, -5.0
-4.0, 0.4404, -5.0
-3.0, 0.5066, -5.0
-2.0, 0.5599, -5.0
-1.0, 0.5945, -5.0
0.0, 0.6065, -5.0
1.0, 0.5945, -5.0
2.0, 0.5599, -5.0
3.0, 0.5066, -5.0
4.0, 0.4404, -5.0
5.0, 0.3679, -5.0
-5.0, 0.4404, -4.0
-4.0, 0.5277, -4.0
-3.0, 0.6065, -4.0
-2.0, 0.6715, -4.0
-1.0, 0.7182, -4.0
0.0, 0.7332, -4.0
1.0, 0.7182, -4.0
2.0, 0.6715, -4.0
3.0, 0.6065, -4.0
4.0, 0.5277, -4.0
5.0, 0.4404, -4.0
-5.0, 0.5066, -3.0
-4.0, 0.6065, -3.0
-3.0, 0.6965, -3.0
-2.0, 0.7711, -3.0
-1.0, 0.8265, -3.0
0.0, 0.8427, -3.0
1.0, 0.8265, -3.0
2.0, 0.7711, -3.0
3.0, 0.6965, -3.0
4.0, 0.6065, -3.0
5.0, 0.5066, -3.0
-5.0, 0.5599, -2.0
-4.0, 0.6715, -2.0
-3.0, 0.7711, -2.0
-2.0, 0.8522, -2.0
-1.0, 0.9114, -2.0
0.0, 0.9283, -2.0
1.0, 0.9114, -2.0
2.0, 0.8522, -2.0
3.0, 0.7711, -2.0
4.0, 0.6715, -2.0
5.0, 0.5599, -2.0
-5.0, 0.5945, -1.0
-4.0, 0.7182, -1.0
-3.0, 0.8265, -1.0
-2.0, 0.9114, -1.0
-1.0, 0.9723, -1.0
0.0, 0.9900, -1.0
1.0, 0.9723, -1.0
2.0, 0.9114, -1.0
3.0, 0.8265, -1.0
4.0, 0.7182, -1.0
5.0, 0.5945, -1.0
-5.0, 0.6065, 0.0
-4.0, 0.7332, 0.0
-3.0, 0.8427, 0.0
-2.0, 0.9283, 0.0
-1.0, 0.9900, 0.0
0.0, 1.0000, 0.0
1.0, 0.9900, 0.0
2.0, 0.9283, 0.0
3.0, 0.8427, 0.0
4.0, 0.7332, 0.0
5.0, 0.6065, 0.0
-5.0, 0.5945, 1.0
-4.0, 0.7182, 1.0
-3.0, 0.8265, 1.0
-2.0, 0.9114, 1.0
-1.0, 0.9723, 1.0
0.0, 0.9900, 1.0
1.0, 0.9723, 1.0
2.0, 0.9114, 1.0
3.0, 0.8265, 1.0
4.0, 0.7182, 1.0
5.0, 0.5945, 1.0
-5.0, 0.5599, 2.0
-4.0, 0.6715, 2.0
-3.0, 0.7711, 2.0
-2.0, 0.8522, 2.0
-1.0, 0.9114, 2.0
0.0, 0.9283, 2.0
1.0, 0.9114, 2.0
2.0, 0.8522, 2.0
3.0, 0.7711, 2.0
4.0, 0.6715, 2.0
5.0, 0.5599, 2.0
-5.0, 0.5066, 3.0
-4.0, 0.6065, 3.0
-3.0, 0.6965, 3.0
-2.0, 0.7711, 3.0
-1.0, 0.8265, 3.0
0.0, 0.8427, 3.0
1.0, 0.8265, 3.0
2.0, 0.7711, 3.0
3.0, 0.6965, 3.0
4.0, 0.6065, 3.0
5.0, 0.5066, 3.0
-5.0, 0.4404, 4.0
-4.0, 0.5277, 4.0
-3.0, 0.6065, 4.0
-2.0, 0.6715, 4.0
-1.0, 0.7182, 4.0
0.0, 0.7332, 4.0
1.0, 0.7182, 4.0
2.0, 0.6715, 4.0
3.0, 0.6065, 4.0
4.0, 0.5277, 4.0
5.0, 0.4404, 4.0
-5.0, 0.3679, 5.0
-4.0, 0.4404, 5.0
-3.0, 0.5066, 5.0
-2.0, 0.5599, 5.0
-1.0, 0.5945, 5.0
0.0, 0.6065, 5.0
1.0, 0.5945, 5.0
2.0, 0.5599, 5.0
3.0, 0.5066, 5.0
4.0, 0.4404, 5.0
5.0, 0.3679, 5.0
