-5.0, 1.2632, -5.0
-4.0, 0.6228, -5.0
-3.0, -0.7997, -5.0
-2.0, -1.0970, -5.0
-1.0, 0.0450, -5.0
0.0, 1.0000, -5.0
1.0, 0.5224, -5.0
2.0, -0.5811, -5.0
3.0, -0.7197, -5.0
4.0, 0.1934, -5.0
5.0, 1.2632, -5.0
-5.0, -1.5642, -4.0
-4.0, -2.7809, -4.0
-3.0, -0.5127, -4.0
-2.0, 0.1874, -4.0
-1.0, -0.6289, -4.0
0.0, -1.0000, -4.0
1.0, -0.7456, -4.0
2.0, 0.0465, -4.0
3.0, 0.5704, -4.0
4.0, 1.7754, -4.0
5.0, -1.5642, -4.0
-5.0, -1.2632, -3.0
-4.0, -1.6024, -3.0
-3.0, 0.4913, -3.0
-2.0, 1.0970, -3.0
-1.0, 0.9997, -3.0
0.0, 0.0000, -3.0
1.0, -0.7751, -3.0
2.0, -0.8302, -3.0
3.0, 0.1574, -3.0
4.0, 1.2624, -3.0
5.0, -1.2632, -3.0
-5.0, 0.3679, -2.0
-4.0, 0.4404, -2.0
-3.0, -0.1874, -2.0
-2.0, -0.6079, -2.0
-1.0, -0.9997, -2.0
0.0, -1.0000, -2.0
1.0, -0.9997, -2.0
2.0, -0.6079, -2.0
3.0, -0.1874, -2.0
4.0, 0.4404, -2.0
5.0, 0.3679, -2.0
-5.0, 1.5642, -1.0
-4.0, 2.7809, -1.0
-3.0, 0.5127, -1.0
-2.0, -0.1874, -1.0
-1.0, 0.6289, -1.0
0.0, 1.0000, -1.0
1.0, 0.7456, -1.0
2.0, -0.0465, -1.0
3.0, -0.5704, -1.0
4.0, -1.7754, -1.0
5.0, 1.5642, -1.0
-5.0, -1.2632, 0.0
-4.0, -1.6024, 0.0
-3.0, -0.4913, 0.0
-2.0, -1.0970, 0.0
-1.0, -0.9997, 0.0
0.0, -1.0000, 0.0
1.0, -0.9997, 0.0
2.0, -1.0970, 0.0
3.0, -0.4913, 0.0
4.0, -1.6024, 0.0
5.0, -1.2632, 0.0
-5.0, 1.5642, 1.0
-4.0, 2.7809, 1.0
-3.0, 0.5127, 1.0
-2.0, -0.1874, 1.0
-1.0, 0.6289, 1.0
0.0, 1.0000, 1.0
1.0, 0.7456, 1.0
2.0, -0.0465, 1.0
3.0, -0.5704, 1.0
4.0, -1.7754, 1.0
5.0, 1.5642, 1.0
-5.0, 0.3679, 2.0
-4.0, 0.4404, 2.0
-3.0, -0.1874, 2.0
-2.0, -0.6079, 2.0
-1.0, -0.9997, 2.0
0.0, -1.0000, 2.0
1.0, -0.9997, 2.0
2.0, -0.6079, 2.0
3.0, -0.1874, 2.0
4.0, 0.4404, 2.0
5.0, 0.3679, 2.0
-5.0, -1.2632, 3.0
-4.0, -1.6024, 3.0
-3.0, 0.4913, 3.0
-2.0, 1.0970, 3.0
-1.0, 0.9997, 3.0
0.0, 0.0000, 3.0
1.0, -0.7751, 3.0
2.0, -0.8302, 3.0
3.0, 0.1574, 3.0
4.0, 1.2624, 3.0
5.0, -1.2632, 3.0
-5.0, -1.5642, 4.0
-4.0, -2.7809, 4.0
-3.0, -0.5127, 4.0
-2.0, 0.1874, 4.0
-1.0, -0.6289, 4.0
0.0, -1.0000, 4.0
1.0, -0.7456, 4.0
2.0, 0.0465, 4.0
3.0, 0.5704, 4.0
4.0, 1.7754, 4.0
5.0, -1.5642, 4.0
-5.0, 1.2632, 5.0
-4.0, 0.6228, 5.0
-3.0, -0.7997, 5.0
-2.0, -1.0970, 5.0
-1.0, 0.0450, 5.0
0.0, 1.0000, 5.0
1.0, 0.5224, 5.0
2.0, -0.5811, 5.0
3.0, -0.7197, 5.0
4.0, 0.1934, 5.0
5.0, 1.2632, 5.0
